archetype,total_trades,avg_pnl,win_rate,avg_size
The Gambler,18559.428571428572,38.380504005648284,44.14517782704622,2013.5140839688204
The Pro,2515.809523809524,110.67128437981121,39.27647086361873,4190.488444887775
The Whale,7119.0,133.3002455546156,38.99451208039561,22539.720975501496
